libX11.so.6	malloc	40	0x56218fc42220	0.000065
libxcb.so.1	malloc	1	0x56218fc481a0	0.000049
libxcb.so.1	malloc	1	0x56218fc481a0	0.000046
libxcb.so.1	malloc	30	0x56218fc481c0	0.000047
libxcb.so.1	malloc	124	0x56218fc481f0	0.000046
libXau.so.6	malloc	6	0x56218fc49290	0.000046
libxcb.so.1	malloc	18	0x56218fc49380	0.000046
libxcb.so.1	malloc	124	0x56218fc481f0	0.000048
libxcb.so.1	malloc	16	0x56218fc49360	0.000048
libxcb.so.1	malloc	16	0x56218fc492d0	0.000047
libxcb.so.1	malloc	8	0x56218fc492b0	0.000048
libxcb.so.1	malloc	32	0x56218fc54430	0.000049
libxcb.so.1	malloc	32	0x56218fc54460	0.000046
libxcb.so.1	malloc	16	0x56218fc49380	0.000047
libxcb.so.1	malloc	32	0x56218fc54490	0.000046
libxcb.so.1	malloc	32	0x56218fc54430	0.000048
libxcb.so.1	malloc	16	0x56218fc49380	0.000050
libxcb.so.1	malloc	5252	0x56218fc54570	0.000051
libxcb.so.1	malloc	16	0x56218fc492b0	0.000047
libxcb.so.1	malloc	32	0x56218fc54490	0.000047
libxcb.so.1	malloc	16	0x56218fc49290	0.000048
libxcb.so.1	malloc	32	0x56218fc54490	0.000046
libxcb.so.1	malloc	16	0x56218fc49340	0.000046
libxcb.so.1	malloc	32	0x56218fc548b0	0.000046
libxcb.so.1	malloc	16	0x56218fc492b0	0.000046
libxcb.so.1	malloc	32	0x56218fc548e0	0.000047
libxcb.so.1	malloc	16	0x56218fc49380	0.000046
libXext.so.6	malloc	24	0x56218fc49380	0.000049
libxcb.so.1	malloc	32	0x56218fc548e0	0.000049
libxcb.so.1	malloc	16	0x56218fc54910	0.000044
libxcb.so.1	malloc	32	0x56218fc548e0	0.000046
libxcb.so.1	malloc	16	0x56218fc492b0	0.000047
libXi.so.6	malloc	8	0x56218fc492b0	0.000048
libxcb.so.1	malloc	32	0x56218fc54930	0.000046
libxcb.so.1	malloc	16	0x56218fc49340	0.000046
libxcb.so.1	malloc	32	0x56218fc54a10	0.000046
libxcb.so.1	malloc	16	0x56218fc54a40	0.000046
libxcb.so.1	malloc	32	0x56218fc54a10	0.000045
libxcb.so.1	malloc	16	0x56218fc54bd0	0.000047
libxcb.so.1	malloc	32	0x56218fc54a10	0.000053
libxcb.so.1	malloc	16	0x56218fc54ce0	0.000049
libxcb.so.1	malloc	32	0x56218fc54a10	0.000095
libxcb.so.1	malloc	16	0x56218fc54d00	0.000074
libxcb.so.1	malloc	11740	0x56218fc58c00	0.000081
libxcb.so.1	malloc	16	0x56218fc54cc0	0.000070
libGLdispatch.so.0	malloc	80	0x56218fc5b070	0.000068
libGLdispatch.so.0	malloc	80	0x56218fc5c410	0.000052
libxcb.so.1	malloc	32	0x56218fc5d1f0	0.000049
libxcb.so.1	malloc	16	0x56218fc5d380	0.000046
libxcb.so.1	malloc	716	0x56218fc5d3a0	0.000045
libxcb.so.1	malloc	16	0x56218fc54db0	0.000049
libGLX.so.0	malloc	684	0x56218fc5d680	0.000049
libGLX.so.0	malloc	64	0x56218fc55920	0.000047
libxcb.so.1	malloc	32	0x56218fc5d1f0	0.000091
libxcb.so.1	malloc	16	0x56218fc5d1d0	0.000071
libxcb.so.1	malloc	40	0x56218fc5d1f0	0.000070
libxcb.so.1	malloc	16	0x56218fc5d380	0.000068
libGLX.so.0	malloc	8	0x56218fc5d380	0.000070
libGLX.so.0	malloc	256	0x56218fc5dde0	0.000071
libGLX.so.0	malloc	64	0x56218fc55860	0.000053
libGLX.so.0	malloc	64	0x56218fc644e0	0.000050
libxcb.so.1	malloc	32	0x56218fc64740	0.000050
libxcb.so.1	malloc	16	0x56218fc64770	0.000048
libxcb.so.1	malloc	32	0x56218fc64740	0.000048
libxcb.so.1	malloc	16	0x56218fc64840	0.000048
libGLX_nvidia.so.0	malloc	32	0x56218fcdd890	0.000078
libGLX_nvidia.so.0	malloc	112	0x56218fc64290	0.000069
libxcb.so.1	malloc	32	0x56218fc65000	0.000069
libxcb.so.1	malloc	16	0x56218fc65030	0.000067
libxcb.so.1	malloc	32	0x56218fc65050	0.000070
libxcb.so.1	malloc	16	0x56218fc64820	0.000067
libGLX_nvidia.so.0	malloc	64	0x56218fcceed0	0.000070
libxcb.so.1	malloc	32	0x56218fc65050	0.000068
libxcb.so.1	malloc	16	0x56218fccef40	0.000067
libGLX_nvidia.so.0	malloc	1024	0x56218fc598c0	0.000067
libGLX_nvidia.so.0	malloc	64	0x56218fccef60	0.000061
libxcb.so.1	malloc	21152	0x56218fcdf1a0	0.000058
libxcb.so.1	malloc	16	0x56218fc65030	0.000057
libGLX_nvidia.so.0	malloc	15840	0x56218fce4450	0.000059
libGLX_nvidia.so.0	malloc	160	0x56218fccf460	0.000050
libxcb.so.1	malloc	70552	0x56218fce8240	0.000048
libxcb.so.1	malloc	16	0x56218fccef20	0.000049
libGLX_nvidia.so.0	malloc	39560	0x56218fcf95e0	0.000048
libGLX_nvidia.so.0	malloc	328	0x56218fc65f60	0.000048
libGLX_nvidia.so.0	malloc	24288	0x56218fce8240	0.000050
libxcb.so.1	malloc	716	0x56218fc5d3a0	0.000048
libxcb.so.1	malloc	16	0x56218fccef40	0.000048
libGLX_nvidia.so.0	malloc	683	0x56218fc5d680	0.000050
libGLX_nvidia.so.0	malloc	709	0x56218fccb350	0.000048
libGLX_nvidia.so.0	malloc	684	0x56218fccb620	0.000048
libGLX_nvidia.so.0	malloc	80	0x56218fccc3a0	0.000050
libGLX_nvidia.so.0	malloc	8	0x56218fc65030	0.000049
libGLX_nvidia.so.0	malloc	8	0x56218fccc400	0.000048
libGLX_nvidia.so.0	malloc	8	0x56218fccc420	0.000048
